20,20,16,16,2,8
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,128,128,128,128,128,147,148,149,128,128,128
128,128,128,128,128,128,128,128,128,128,128,128,128,128,163,164,165,128,128,128
128,128,128,128,128,128,128,128,128,128,128,128,128,128,179,180,181,128,128,128
128,128,128,147,148,149,128,128,128,128,128,128,128,128,128,128,128,128,128,128
128,128,128,163,164,165,128,128,128,128,128,128,128,128,128,128,128,128,128,128
128,128,128,179,180,181,128,128,128,128,128,128,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,211,212,213,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,227,228,229,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,227,228,229,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,227,228,229,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,227,228,229,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,227,228,229,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,227,228,229,128,128,128,128,128,128,128,128
128,128,128,128,128,128,128,128,128,227,228,229,128,128,128,128,128,128,128,128

255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,106,107,255,255,255,106,107,255,255,255,255,255,255,255
255,255,255,255,255,255,122,123,255,255,255,122,123,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,76,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,167,168,169,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,183,184,185,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,199,200,201,255,255,255,255,255,255,255,167,168,169,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,183,184,185,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,199,200,201,255,76,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255

